sentence,aspect,sentiment
"Đúng với mô tả: đúng 
Tính năng nổi bật: như trong mô tả 
Chất lượng sản phẩm: tốt
Máy và màn hình zin tốt, có kèm theo cả dây sạc và củ sạc. Dịch vụ người bán tốt. Máy khá rẻ phù hợp với người có thu nhập trung bình-thấp. Máy này là bản nhật, không phải quốc tế.",Display,positive
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: máy nóng hết pin nhanh hỏng sạc",Battery,negative
Nhóm màu: đen rất tốt,General,positive
chất lượng sản phẩm phần cứng yếu cảm giác rẻ tiền. đúng với mô tả 1 vài thông số đúng nhưng trải nghiệm khác. tính năng nổi bật hiệu năng đồ họa rất kém. review chơi game lag fps rớt liên tục. camera ban đêm tệ nhiều noise. giao hàng trễ 5 ngày tracking không cập nhật. đổi trả rườm rà mất thời gian,Camera,negative
"Nhân viên fpt rất chu đáo. Quay hộp nguyên seal kèm imei trước khi giao để đảm bảo giao đúng hàng, không bị đánh tráo trong vận chuyển",Shop_Service,positive
"Đóng hàng quá hời hợt. Hộp móp méo, thủng nhẹ. Chăm sóc khách hàng trả lời vô cảm. Nhận hàng hộp bị biến dạng. Chăm sóc khách hàng bảo không sao. Giao hàng không gọi điện",Shipping,negative
"Máy 2 triệu mà hoàn thiện rất tốt, có chống nc, màn hình đẹp. Hiếm có con nào trong tầm giá có màn hình đẹp như vậy, sử dụng cơ bản khá ổn",Price,positive
"Cửa hàng giao hàng siêu nhanh, đóng gói chắc chắn và kĩ lắm, điện thoại nguyên seal, sx năm 2025, hàng chính hãng, check bảo hành của apple. Cửa hàng tư vấn nhiệt tình lắm luôn.",Packaging,positive
"Dung lượng lưu trữ: samsung galaxy m21 
Nhóm màu: đen sản phẩm khá tốt trong tầm giá. màn hình đã được thay thế, nhưng rất mượt. phụ kiện kèm theo rất đầy đủ. cám ơn cửa hàng về sản phẩm.",Display,positive
"Chất lượng sản phẩm: rất tốt 
Đúng với mô tả: đúng với mô tả Tính năng nổi bật tôi rất hài lòng về chất lượng của sản phẩm",General,positive
"nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: cửa hàng uy tín",General,positive
"giao hành nhanh, máy chạy tốt , hàng gói kỹ , nói chung là sử dụng được trong tâm giá, mẫu mã hơi sến thôi",Performance,positive
"Color family: desert storage capacity: 256gb máy new seal chính hãng vna, đóng gói cẩn thận, giao hàng nhanh, có hoá đơn điện tử đầy đủ khi có yêu cầu.",Shop_Service,positive
Sản phẩm tốt mỗi tội không được kiểm hàng,General,positive
"Nhóm màu: màu trắng sản phẩm: dây cáp ⚡ 
Hiệu suất: tốt 📸 
Chất lượng camera: tốt quay phim chụp hình rất đẹp máy mới full phụ kiện nhân viên chăm sóc khách hàng tốt giao hàng tận nhà nhanh chóng đóng hộp kĩ càng cẩn thận chắc chắn màn hình cảm ứng to mượt mà nhạy lướt web cực kì nhanh pin khá ổn áp, sử dụng được khá lâu máy mới đẹp full chức năng, vừa vặn ram máy mạnh chơi game không giật lãng lướt web xem phim cực chất lượng giá cả hợp lý vừa túi tiền rất tốt với cửa hàng",Performance,positive
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: đúng ngoại hình đẹp, màn ám nhẹ như hình cửa hàng đăng, nhưng cửa hàng cho ốp sài không đúng máy, máy không còn áp suất, chắc cửa hàng thay vỏ rồi. Để sử dụng thời gian xem sao.",Design,positive
Đóng hàng sử dụng túi nilon mỏng hiệu năng yếu với video 4k pin sạc chậm,Battery,negative
điện thoại đẹp mà mau tụt pin quá cửa hàng,Battery,negative
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb tuổi thọ pin lâu dài., độ phân giải màn hình tuyệt vời., chất lượng camera ấn tượng!, tuổi thọ pin lâu dài., các tính năng đột phá, yêu cổng usb-c!, các tính năng đột phá, yêu cổng usb-c!,",Camera,positive
được tặng kèm ốp lưng khi nhận hàng.,General,neutral
"Đóng gói chắc chắn, giao hàng nhanh, sẽ sử dụng thử cảm nhận",Packaging,positive
"Chất lượng sản phẩm: sản phẩm tốt, đúng với miêu tả, cửa hàng trả lời tin nhắn nhiệt tình",Shop_Service,positive
"Hàng chính hãng, mua tại cửa hàng chính hãng nên chất lượng thì khỏi phải bàn, hàng còn nguyên tem mua về mới tự bóc nha, giao hàng cơ bản. Lần đầu mua đồ trên shopee nên hơi lo nhưng kết quả tốt, mọi người có thể yên tâm nhé.",General,positive
"Chất lượng sản phẩm: không hai long ve thoi gian giao hàng chất lượng so không có gì phải bàn, điều tôi thật sự không hài lòng là thời gian cửa hàng giao sản phẩm quá lâu, gần tuần kể tử lúc đặt hàng mới nhận được sản phẩm, trong khi lúc mua sản phẩm thì ghi thời gian nhận 2 3 ngày. Tôi gọi hỗ trợ cả shopee và cửa hàng bán hàng thì chỉ nhận được câu trả lời chung chung là đang hối thúc, nói là đơn hàng nhiều nên chuẩn bị chậm, trong khi đó vẫn thấy hàng sẵn có và vẫn bán trên shopee, vẫn ghi thời gian giao là 2 3 ngày ??? tôi mua làm quà tặng, nếu tôi biết thời gian giao chậm vậy tôi đã đặt cửa hàng khác giao chỉ trong 1 2 ngày rồi",Shop_Service,negative
Color family: blue storage capacity: 128gb quá tốt chỉ muốn mua đi mua lại nhiều lần thoi. Giao hàng nhanh chóng lắm lắm luôn. Sản phầm rẻ hơn ngoài hàng rất đáng để thử luôn,Shipping,positive
"Tồi không khớp kém hiệu năng lag. Chăm sóc kh thờ ơ.,",Shop_Service,negative
Camera góc rộng cắt xén hình ảnh. Pin hao khi sử dụng bản đồ 90 phút. Đóng gói bọt khí lỏng lẻo rơi ra.,Packaging,negative
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt
Hơi hoài nghi một chút khở động máy bình thường, unbox bình thường nhưng lúc tải app về thì chờ mãi không tải xuống được, mua từ chiều tầm tối mới tải xong chẳng hiểu nổi rủi ro quá. Khuyên mọi người nên kiểm tra kỹ lưỡng",General,negative
"Sản phẩm mới nguyên seal nhưng đã bị active trước. Cái này mình thấy cửa hàng chưa trung thực với khách hàng vì trước khi mình chốt mua mình có hỏi rõ cửa hàng là đã active chưa cửa hàng nói chưa active, và khách về tự active. Nhưng khi mình check thì đã active trước cả ngày mình đặt hàng. Nhắn tin cửa hàng nói là do cửa hàng vội này kia nhưng mình cũng đoán được là sản phẩm đã acitve. Nhiều cửa hàng họ trao đổi luôn là đã active nên mình đánh giá cửa hàng chưa rõ ràng và trung thực với khách",Shop_Service,negative
Chất lượng sản phẩm mặt kính dễ trầy bảo vệ kém. Đúng với mô tả kính khác mô tả cứng hơn. Tính năng nổi bật độ bền kém dễ xước. Review để nhẹ trong túi là thấy xước hoàn thiện tệ. Pin xuống nhanh khi bật 4g. Ship chậm và nhân viên giao hàng bất cẩn. Chăm sóc khách hàng yêu cầu nhiều giấy tờ để đổi trả,Shop_Service,negative
"Đóng gói siêu tệ, hộp mỏng dính, không có chống sốc. Ship tới muộn, làm lỡ việc. Hiệu năng chỉ đủ sử dụng cơ bản. Chăm sóc khách hàng gọi không bắt máy.",Shop_Service,negative
"Tính năng nổi bật: nghe gọi 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
. Chất lượng sản phẩm tốt sẽ tiếp tục ủng hộ thêm nhiều lần sau.",General,positive
"Giá thì rẻ nhưng tiền nào của đó tối sạc đầy sáng điện vài cuộc điện thoại để tới chiều còn 16% pin , để thêm 1 tiếng nữa thì còn 4% , rẻ thiệt nhưng pin thấy chán quá , nhắn tin hỏi cửa hàng thì cửa hàng bảo sạc , cũng như không 😞",Battery,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Mới sử dụng tốt còn về sau thì chưa biết",General,positive
Color: đen-2xl mong nha. Nananannswnnwwwnnwnwwnwnwnwnnwn a. Z z z z z. Zz. Zz. Z z zz z z z. Z z z z,Others,neutral
"Đúng với mô tả: đúng y với mô tả gói hàng kĩ điện thoại mới,pin mới,cục sạc mới đầy đủ máy mới về mới sử dụng hoạt động tốt. nhưng thời gian độ bền thì coi thử xem thế nào. tặng cửa hàng 5 sao",Packaging,positive
"Đúng với mô tả: đúng 
Tính năng nổi bật: nặng pin trâu 
Chất lượng sản phẩm: tạm ổn 
máy mua về nên cập nhật phầm mềm lên để sử dụng ổn định nhất. Pin trâu đi liền với độ nặng phù hợp anh em tay to. Nchung với mức giá này thì chả chê được. Giao nhanh. Ship nhiệt tình",General,neutral
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb giao hàng nhanh. đóng cẩn thận",Shipping,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb 🔋 
Thời lượng pin: tốt ⚡ 
Hiệu suất: tốt 📸 
Chất lượng camera: ổn",Battery,positive
"Tình trạng: 83% 
Nhóm màu: vàng goi hàng bao bì đẹp,giao hàng thân thiết, máy giống mô tả nhưng thiếu cục sạc,cửa hàng gửi thêm giúp mình nha",Shop_Service,neutral
"Cửa hàng giao hàng nhanh, đóng gói kỹ. Máy tốt, chạy mượt. Rất đáng tiền cho 1 game ming phone giá rẻ. Cảm ơn cửa hàng",Performance,positive
"🛡Độ bền:chưa sử qua chưa biết 💲giá cả:tuy rẻ, nhưng màu trắng bị biến vàng nhìn quá cũ như đồ cũ vậy cửa hàng nên kiểm tra lại màu sắc nhẹ",Price,positive
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt
Sản phẩm tốt, tốt với tầm giá này",Price,positive
"Máy là oppo a9 chứ không phải f11 thông số ảo mình đã mua 2 cái đều bị y vậy nhưng giá rẻ , sử dụng cũng khá mượt. Nói chung chấp nhận được",Price,positive
"Hàng như mô tả, ban đầu thì sử dụng tốt, về chất lượng thì sử dụng mới biết",General,positive
"Mình đặt hoả tốc nên giao rất nhanh luôn ạ. Điện thoại đẹp, cảm ứng mượt, có nfc, âm thanh to. Mình thấy cửa hàng ghi điện thoại 2 sim nhưng chỉ có 1 sim thôi. Màu xanh lime cực kì đẹp 🥰",Shipping,positive
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: điện thoại tốt, quá đã khi săn được giá rẻ mặc dù cửa hàng bán máy giá đã rẻ rồi 😍 máy tốt nha, mượt, mọi người nên mua ở cửa hàng này, uy tín luôn",Performance,positive
"Dung lượng lưu trữ: galaxy m20 ram 3gb 
Nhóm màu: đen cửa hàng uy tín giao đúng sản phẩm đã đặt hàng, bước đầu máy chạy ổn định về sau chưa biết, đầy đủ phụ kiện...mọi người có nhu cầu mua điện thoại nhớ ghé cửa hàng nầy sắm nhé giá rẻ lại ngon bổ rẻ...",Performance,positive
"Sản phẩm đẹp, tốt, chụp ảnh đẹp. Cấu hình mượt. Giá rẻ hơn nhiều khi mua ở các cửa hàng điện thoại. Được tặng quạt mini cầm tay siêu mát ạ",Camera,positive
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt
Gói hàng chắc chắn. Tư vấn nhiệt tình. Nên mua nhé mọi người",Packaging,positive
Mình chưa thử camera. Mọi người cho hỏi làm thế nào để cập nhật phần mềm cho máy?,General,neutral
trộm zía điện thoại nhận về tốt mà từ hn về tp nên hơi lâu cả tuần nếu giao ở cty chờ mòn đít,Shipping,negative
"bèo nhèo không như camera noise và màu lệch lạc, đóng gói lỏng dẫn đến màn hình xước, pin tụt vèo khi gọi video",Battery,negative
"Chất lượng sản phẩm: tạm ổn pin 80, máy sử dụng tốt nhận sim nhưng không bật được internet ngoại hình ổn, sử dụng làm máy phụ khá ngon thật tuyệt vời perfect invisible cí lùm mía máy nhận sim nhưng không bật được internet...",Battery,positive
Máy mình còn rất là mới luôn không biết đã có sữa qua chưa nhưng mà rất là đẹp chip mạnh màn hình đẹp giá thì quá hợp lý nên mua con này sử dụng có điều kiện nên mua con bảng 2022 thấy ít linh kiện quá,Performance,positive
Máy không có tiếng việt như mô tả cửa hàng nhắn với cửa hàng thì cửa hàng lại không trả lời,Shop_Service,negative
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: trên cửa hàng 
Tính năng nổi bật: pin trâu đóng hàng rất cẩn thận",Packaging,positive
"giới thiệu là 2 sim nhưng khi nhận là bản 1 sim hàn,thêm nữa bị mất luôn vân tay.đổi trả phiền toái nên bóp bụng mà sử dụng tạm",Shop_Service,negative
"Chất lượng sản phẩm: không như mong đợi, máy bị đứng, tiền nào của đó",Price,neutral
"Màu sắc: đen giá cả: rất phải chăng, độ bền: kết cấu chắc chắn, 
Thời lượng pin: pin sử dụng được nhiều ngày, bắt sóng không ổn định",Price,positive
"Về hiệu năng, máy sử dụng con chip đúng như bên bán hàng đã liệt kê.",Performance,neutral
"Màu sắc: bạc 
Phân loại: nguyên seal +sạc 18w tính năng:nguyên seal + sạc 18w hoco chất lượng:tuyệt vời chất liệu:mới 100% đẹp ưng ý hoàn toàn đáng mua, camera màu chưa ưng lắm",Price,positive
mua về làm máy phụ vui vẻ tốt máy mình nhận có xước lưng với kính cam nhưng chấp nhận được nch ưng mọi người trải mua về xoá hết app nhà mạng cho mượt tý,Design,negative
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb dùng nghe nhạc xem phim quá tốt.",General,positive
